Document Title,Abstract,Year,PDF Link,Authors,Source,label,Round 2,
Empirical studies in reverse engineering: state of the art and future trends,,NA,NA,"Paolo Tonella, Marco Torchiano, Bart Du Bois, Tarja Syst? ","Empirical Software Engineering,   Volume 12 Issue 5, October 2007, Empirical Software Engineering,   Volume 12 Issue 5, October 2007, Publisher: Kluwer Academic Publishers",no,,
The influence of information presentation formats on complex task decision-making performance,,NA,NA,Cheri Speier ,"International Journal of Human-Computer Studies,   Volume 64 Issue 11, November 2006, Publisher: Academic Press, Inc.",no,,
Factors affecting the implementation success of Internet-based information systems ,,NA,NA,"Sangjae Lee, Kyoung-jae Kim ","Computers in Human Behavior,   Volume 23 Issue 4, July 2007, Publisher: Elsevier Science Publishers B. V",no,,
Exploring the origins of new transaction costs in connected societies,,NA,NA,Andreina Mandelli ,"Trust in knowledge management and systems in organizations, January 2004, Publisher: IGI Publishing ",no,,
"A citation analysis of the ACE2005--2007 proceedings, with reference to the June 2007 CORE conference and journal rankings",,NA,NA,"Raymond Lister, Ilona Box ","ACE '08: Proceedings of the tenth conference on Australasian computing education - Volume 78,   Volume 78 , January 2008, Publisher: Australian Computer Society, Inc. ",no,,
Investigation of IS professionals' intention to practise secure development of applications,,NA,NA,"Irene M. Y. Woon, Atreyi Kankanhalli ","International Journal of Human-Computer Studies,   Volume 65 Issue 1, January 2007, Publisher: Academic Press, Inc. ",no,,
The FOSSology project,,NA,NA,Robert Gobeille ,"MSR '08: Proceedings of the 2008 international workshop on Mining software repositories , May 2008, Publisher: ACM ",no,,
Assimilation patterns in the use of electronic procurement innovations: a cluster analysis,,NA,NA,"Arun Rai, Xinlin Tang, Paul Brown, Mark Keil ","Information and Management,   Volume 43 Issue 3, April 2006, Publisher: Elsevier Science Publishers B. V",no,,
How personality type influences decision paths in the unfolding model of voluntary job turnover: an application to IS professionals ,,NA,NA,"Ga?tan Mourmant, Mike Gallivan ","SIGMIS-CPR '07: Proceedings of the 2007 ACM SIGMIS CPR conference on Computer personnel research: The global information technology workforce, April 2007, Publisher: ACM ",no,,
Efficiency evaluation of data warehouse operations,,NA,NA,"Michael Mannino, Sa Neung Hong, In Jun Choi ","Decision Support Systems,   Volume 44 Issue 4, March 2008, Publisher: Elsevier Science Publishers B. V",no,,
Do computer science students know what they know?: a calibration study of data structure knowledge,,NA,NA,"Laurie Murphy, Josh Tenenberg ","ACM SIGCSE Bulletin,   Volume 37 Issue 3, September 2005, Publisher: ACM",no,,
Looking at human-computer interface design: Effects of ethnicity in computer agents ,,NA,NA,"Jean A. Pratt, Karina Hauser, Zsolt Ugray, Olga Patterson ","Interacting with Computers,   Volume 19 Issue 4, July 2007, Publisher: Elsevier Science Inc.",no,,
Contextual effects on the usability dimensions of mobile value-added services: a conceptual framework ,,NA,NA,Ofir Turel ,"International Journal of Mobile Communications,   Volume 4 Issue 3, February 2006, Publisher: Inderscience Publishers ",no,,
Heuristics for information visualization evaluation ,,NA,NA,"Torre Zuk, Lothar Schlesier, Petra Neumann, Mark S. Hancock, Sheelagh Carpendale ","BELIV '06: Proceedings of the 2006 AVI workshop on BEyond time and errors: novel evaluation methods for information visualization, May 2006, Publisher: ACM ",no,,
"Architectural knowledge and rationale: issues, trends, challenges",,NA,NA,"Paris Avgeriou, Philippe Kruchten, Patricia Lago, Paul Grisham, Dewayne Perry ","ACM SIGSOFT Software Engineering Notes,   Volume 32 Issue 4, July 2007, Publisher: ACM",no,,
Testing vs. code inspection vs. what else?: male and female end users' debugging strategies ,,NA,NA,"Neeraja Subrahmaniyan, Laura Beckwith, Valentina Grigoreanu, Margaret Burnett, Susan Wiedenbeck, Vaishnavi Narayanan, Karin Bucht, Russell Drummond, Xiaoli Fern ","CHI '08: Proceeding of the twenty-sixth annual SIGCHI conference on Human factors in computing systems, April 2008, Publisher: ACM",no,,
Examining the role of general and firm-specific human capital in predicting IT professionals' turnover behaviors,,NA,NA,"Damien Joseph, Soon Ang, Sandra Slaughter ","SIGMIS CPR '06: Proceedings of the 2006 ACM SIGMIS CPR conference on computer personnel research: Forty four years of computer personnel research: achievements, challenges & the future, April 2006, Publisher: ACM ",no,,
An empirical investigation of the key determinants of data warehouse adoption,,NA,NA,"K. (Ram) Ramamurthy, Arun Sen, Atish P. Sinha ","Decision Support Systems,   Volume 44 Issue 4, March 2008, Publisher: Elsevier Science Publishers B. V",no,,
Realising evidence-based software engineering (REBSE-2) a report from the workshop held at ICSE 2007 ,,NA,NA,"David Budgen, Pearl Brereton ","ACM SIGSOFT Software Engineering Notes,   Volume 32 Issue 4, July 2007, Publisher: ACM",no,,
Barriers facing women in the IT work force,,NA,NA,"Cynthia K. Riemenschneider, Deborah J. Armstrong, Myria W. Allen, Margaret F. Reid ","ACM SIGMIS Database,   Volume 37 Issue 4, November 2006, Publisher: ACM ",no,,
Performing and Reviewing Assessments of Contemporary Modularization Approaches: What Constitutes Reasonable Expectations? ,,NA,NA,Robert J. Walker ,"ACoM '07: Proceedings of the First International Workshop on Assessment of Contemporary Modularization Techniques, May 2007, Publisher: IEEE Computer Society ",no,,
Evidence-based practice in human-computer interaction and evidence maps,,NA,NA,Bonnie E. John ,"ACM SIGSOFT Software Engineering Notes,   Volume 30 Issue 4, July 2005, Publisher: ACM ",no,,
Potential prevention of medical errors in casualty surgery by using information technology,,NA,NA,"R. Blaser, M. Schnabel, D. Mann, P. Jancke, K. A. Kuhn, R. Lenz ","SAC '04: Proceedings of the 2004 ACM symposium on Applied computing, March 2004, Publisher: ACM",no,,
Success Factors and Impacts of Mobile Business Applications: Results from a Mobile e-Procurement Study ,,NA,NA,"Judith Gebauer, Michael J. Shaw ","International Journal of Electronic Commerce,   Volume 8 Issue 3, April 2004, Publisher: M. E. Sharpe, Inc. ",no,,
The use of group support systems in focus groups: Information technology meets qualitative research ,,NA,NA,"Esther E. Klein, Thomas Tellefsen, Paul J. Herskovitz ","Computers in Human Behavior,   Volume 23 Issue 5, September 2007, Publisher: Elsevier Science Publishers B. V",no,,
Accumulation and presentation of empirical evidence: problems and challenges ,,NA,NA,"Marcus Ciolkowski, JÅrgen MÅnch ","ACM SIGSOFT Software Engineering Notes,   Volume 30 Issue 4, July 2005, Publisher: ACM ",no,,
"Experience, gender composition, social presence, decision process satisfaction and group performance",,NA,NA,"Yuk Kuen Wong, Yuquan Shi, David Wilson ","WISICT '04: Proceedings of the winter international synposium on Information and communication technologies, January 2004, Publisher: Trinity College Dublin",no,,
Valuing computer science education research?,,NA,NA,Tony Clear ,"Baltic Sea '06: Proceedings of the 6th Baltic Sea conference on Computing education research: Koli Calling 2006, February 2006, Publisher: ACM ",no,,
Predictive analyses for nonhomogeneous Poisson processes with power law using Bayesian approach ,,NA,NA,"Jun-Wu Yu, Guo-Liang Tian, Man-Lai Tang ","Computational Statistics & Data Analysis,   Volume 51 Issue 9, May 2007, Publisher: Elsevier Science Publishers B",no,,
Implementing the jigsaw model in CS1 closed labs ,,NA,NA,Leen-Kiat Soh ,"ITICSE '06: Proceedings of the 11th annual SIGCSE conference on Innovation and technology in computer science education, June 2006, Publisher: ACM ",no,,
An integrated product development process for mobile software ,,NA,NA,"Christian Zeidler, Christian Kittl, Otto Petrovic ","International Journal of Mobile Communications,   Volume 6 Issue 3, March 2008, Publisher: Inderscience Publishers ",no,,
Research issues in software fault categorization ,,NA,NA,"Jan Ploski, Matthias Rohr, Peter Schwenkenberg, Wilhelm Hasselbring ","ACM SIGSOFT Software Engineering Notes,   Volume 32 Issue 6, November 2007, Publisher: ACM ",no,,
Read-It: five-to-seven-year-old children learn to read in a tabletop environment,,NA,NA,"R. J. W. Sluis, I. Weevers, C. H. G. J. van Schijndel, L. Kolos-Mazuryk, S. Fitrianie, J. B. O. S. Martens ","IDC '04: Proceedings of the 2004 conference on Interaction design and children: building a community, June 2004, Publisher: ACM ",no,,
The use of eBooks and interactive multimedia as alternative forms of technical documentation ,,NA,NA,"Gord Davison, Steve Murphy, Rebecca Wong ","SIGDOC '05: Proceedings of the 23rd annual international conference on Design of communication: documenting & designing for pervasive information, September 2005, Publisher: ACM",no,,
Investigating pair-programming in a 2nd-year software development and design computer science course ,,NA,NA,"Emilia Mendes, Lubna Basil Al-Fakhri, Andrew Luxton-Reilly ","ACM SIGCSE Bulletin,   Volume 37 Issue 3, September 2005, Publisher: ACM",no,,
A proposed investigation of the is employee job context ,,NA,NA,"Kyootai Lee, Kailash Joshi, Youngkyun Kim, JooYeoun Lee ","SIGMIS-CPR '08: Proceedings of the 2008 ACM SIGMIS CPR conference on Computer personnel doctoral consortium and research, April 2008, Publisher: ACM ",no,,
The impacts of user review on software responsiveness: Moderating requirements uncertainty ,,NA,NA,"Jack Shih-Chieh Hsu, Chien-Lung Chan, Julie Yu-Chih Liu, Houn-Gee Chen ","Information and Management,   Volume 45 Issue 4, June 2008, Publisher: Elsevier Science Publishers B. V",no,,
Accumulation and presentation of empirical evidence: problems and challenges,,NA,NA,"Marcus Ciolkowski, JÅrgen MÅnch ","REBSE '05: Proceedings of the 2005 workshop on Realising evidence-based software engineering, May 2005, Publisher: ACM ",no,,
Evidence-based practice in human-computer interaction and evidence maps,,NA,NA,Bonnie E. John ,"REBSE '05: Proceedings of the 2005 workshop on Realising evidence-based software engineering, May 2005, Publisher: ACM ",no,,
CHI '07 extended abstracts on Human factors in computing systems,,NA,NA,"Mary Beth Rosson, David Gilmore ","proceeding, April 2007, Publisher: ACM ",no,,
Progressive Multilayer Reconfiguration for Software DSM Systems in Non-Dedicated Clusters ,,NA,NA,"Jyh-Biau Chang, Tyng-Yeu Liang, Ce-Kuen Shieh ","March 2005 
AINA '05: Proceedings of the 19th International Conference on Advanced Information Networking and Applications - Volume 2,   Volume 2 
Publisher: IEEE Computer Society
",no,,
An empirical analysis of risk components and performance on software projects ,,NA,NA,"Wen-Ming Han, Sun-Jen Huang ","Wen-Ming Han, Sun-Jen Huang 
January 2007 
Journal of Systems and Software,   Volume 80 Issue 1 
Publisher: Elsevier Science Inc.
",no,,
Predicting object-oriented software maintainability using multivariate adaptive regression splines,,NA,NA,"Yuming Zhou, Hareton Leung ","August 2007 
Journal of Systems and Software,   Volume 80 Issue 8 
Publisher: Elsevier Science Inc.
",no,,
Analysis of a deployed software ,,NA,NA,Madeline M. Diep ,"ESEC-FSE companion '07: The 6th Joint Meeting on European software engineering conference and the ACM SIGSOFT symposium on the foundations of software engineering: companion papers, September 2007, Publisher: ACM",no,,
"An empirical study of the relationships between IT infrastructure flexibility, mass customization, and business performance ",,NA,NA,"Sock H. Chung, Terry Anthony Byrd, Bruce R. Lewis, F. Nelson Ford ","August 2005 
ACM SIGMIS Database,   Volume 36 Issue 3 
Publisher: ACM
",no,,
An Empirical Approach to Characterizing Risky Software Projects Based on Logistic Regression Analysis,,NA,NA,"Yasunari Takagi, Osamu Mizuno, Tohru Kikuno ","Empirical Software Engineering,   Volume 10 Issue 4, October 2005, Publisher: Kluwer Academic Publishers",no,,
"Software Testing Research: Achievements, Challenges, Dreams ",,NA,NA,Antonia Bertolino ,"May 2007 
FOSE '07: 2007 Future of Software Engineering 
Publisher: IEEE Computer Society
",no,,
Mobilizing software expertise in personal knowledge exchanges,,NA,NA,Sanjay Gosain ,"The Journal of Strategic Information Systems,   Volume 16 Issue 3, September 2007, Publisher: Butterworth-Heinemann.",no,,
Information theoretic evaluation of change prediction models for large-scale software,,NA,NA,"Mina Askari, Ric Holt 
","May 2006 
MSR '06: Proceedings of the 2006 international workshop on Mining software repositories 
Publisher: ACM
",no,,
Understanding Stakeholder Values as a Means of Dealing with Stakeholder Conflicts,,NA,NA,"Bernard Wong 
","December 2005 
Software Quality Control,   Volume 13 Issue 4 
Publisher: Kluwer Academic Publishers
",no,,
"Ahaa --agile, hybrid assessment method for automotive, safety critical smes ",,NA,NA,"Fergal McCaffery, Minna Pikkarainen, Ita Richardson ","ICSE '08: Proceedings of the 30th international conference on Software engineering, May 2008, Publisher: ACM ",no,,
Quantifying identifier quality: an analysis of trends,,NA,NA,"Dawn Lawrie, Henry Feild, David Binkley 
","August 2007 
Empirical Software Engineering,   Volume 12 Issue 4 
Publisher: Kluwer Academic Publishers
",no,,
Designing a cooperative education program to support an IT strategic plan,,NA,NA,"Jeffrey A. Lasky, Michael Cardillo 
","October 2004 
CITC5 '04: Proceedings of the 5th conference on Information technology education 
Publisher: ACM
",no,,
